"RamDA_mESC_00h_A04"	"RamDA_mESC_00h_A05"	"RamDA_mESC_00h_A06"	"RamDA_mESC_00h_A07"	"RamDA_mESC_00h_A08"	"RamDA_mESC_00h_A09"	"RamDA_mESC_00h_A10"	"RamDA_mESC_00h_A11"	"RamDA_mESC_00h_A12"	"RamDA_mESC_00h_B01"	"RamDA_mESC_00h_B02"	"RamDA_mESC_00h_B03"	"RamDA_mESC_00h_B04"	"RamDA_mESC_00h_B05"	"RamDA_mESC_00h_B06"	"RamDA_mESC_00h_B07"	"RamDA_mESC_00h_B08"	"RamDA_mESC_00h_B09"	"RamDA_mESC_00h_B10"	"RamDA_mESC_00h_B11"	"RamDA_mESC_00h_B12"	"RamDA_mESC_00h_C01"	"RamDA_mESC_00h_C02"	"RamDA_mESC_00h_C03"	"RamDA_mESC_00h_C04"	"RamDA_mESC_00h_C05"	"RamDA_mESC_00h_C06"	"RamDA_mESC_00h_C07"	"RamDA_mESC_00h_C08"	"RamDA_mESC_00h_C09"	"RamDA_mESC_00h_C10"	"RamDA_mESC_00h_C11"	"RamDA_mESC_00h_D01"	"RamDA_mESC_00h_D02"	"RamDA_mESC_00h_D03"	"RamDA_mESC_00h_D04"	"RamDA_mESC_00h_D05"	"RamDA_mESC_00h_D06"	"RamDA_mESC_00h_D07"	"RamDA_mESC_00h_D08"	"RamDA_mESC_00h_D09"	"RamDA_mESC_00h_D10"	"RamDA_mESC_00h_D11"	"RamDA_mESC_00h_D12"	"RamDA_mESC_00h_E01"	"RamDA_mESC_00h_E02"	"RamDA_mESC_00h_E03"	"RamDA_mESC_00h_E04"	"RamDA_mESC_00h_E05"	"RamDA_mESC_00h_E06"	"RamDA_mESC_00h_E07"	"RamDA_mESC_00h_E08"	"RamDA_mESC_00h_E09"	"RamDA_mESC_00h_E10"	"RamDA_mESC_00h_E11"	"RamDA_mESC_00h_E12"	"RamDA_mESC_00h_F01"	"RamDA_mESC_00h_F02"	"RamDA_mESC_00h_F03"	"RamDA_mESC_00h_F04"	"RamDA_mESC_00h_F05"	"RamDA_mESC_00h_F06"	"RamDA_mESC_00h_F07"	"RamDA_mESC_00h_F08"	"RamDA_mESC_00h_F09"	"RamDA_mESC_00h_F10"	"RamDA_mESC_00h_F11"	"RamDA_mESC_00h_F12"	"RamDA_mESC_00h_G01"	"RamDA_mESC_00h_G02"	"RamDA_mESC_00h_G03"	"RamDA_mESC_00h_G04"	"RamDA_mESC_00h_G05"	"RamDA_mESC_00h_G06"	"RamDA_mESC_00h_G07"	"RamDA_mESC_00h_G08"	"RamDA_mESC_00h_G09"	"RamDA_mESC_00h_G10"	"RamDA_mESC_00h_G11"	"RamDA_mESC_00h_G12"	"RamDA_mESC_00h_H01"	"RamDA_mESC_00h_H02"	"RamDA_mESC_00h_H03"	"RamDA_mESC_00h_H04"	"RamDA_mESC_00h_H05"	"RamDA_mESC_00h_H06"	"RamDA_mESC_00h_H07"	"RamDA_mESC_00h_H08"	"RamDA_mESC_00h_H09"	"RamDA_mESC_00h_H10"	"RamDA_mESC_00h_H11"	"RamDA_mESC_00h_H12"	"RamDA_mESC_72h_A04"	"RamDA_mESC_72h_A05"	"RamDA_mESC_72h_A06"	"RamDA_mESC_72h_A07"	"RamDA_mESC_72h_A08"	"RamDA_mESC_72h_A09"	"RamDA_mESC_72h_A10"	"RamDA_mESC_72h_A11"	"RamDA_mESC_72h_A12"	"RamDA_mESC_72h_B01"	"RamDA_mESC_72h_B02"	"RamDA_mESC_72h_B03"	"RamDA_mESC_72h_B04"	"RamDA_mESC_72h_B05"	"RamDA_mESC_72h_B06"	"RamDA_mESC_72h_B07"	"RamDA_mESC_72h_B08"	"RamDA_mESC_72h_B09"	"RamDA_mESC_72h_B10"	"RamDA_mESC_72h_B11"	"RamDA_mESC_72h_B12"	"RamDA_mESC_72h_C01"	"RamDA_mESC_72h_C02"	"RamDA_mESC_72h_C03"	"RamDA_mESC_72h_C04"	"RamDA_mESC_72h_C05"	"RamDA_mESC_72h_C06"	"RamDA_mESC_72h_C07"	"RamDA_mESC_72h_C08"	"RamDA_mESC_72h_C09"	"RamDA_mESC_72h_C10"	"RamDA_mESC_72h_C11"	"RamDA_mESC_72h_C12"	"RamDA_mESC_72h_D01"	"RamDA_mESC_72h_D02"	"RamDA_mESC_72h_D03"	"RamDA_mESC_72h_D04"	"RamDA_mESC_72h_D05"	"RamDA_mESC_72h_D06"	"RamDA_mESC_72h_D07"	"RamDA_mESC_72h_D08"	"RamDA_mESC_72h_D09"	"RamDA_mESC_72h_D10"	"RamDA_mESC_72h_D11"	"RamDA_mESC_72h_D12"	"RamDA_mESC_72h_E01"	"RamDA_mESC_72h_E02"	"RamDA_mESC_72h_E03"	"RamDA_mESC_72h_E04"	"RamDA_mESC_72h_E05"	"RamDA_mESC_72h_E06"	"RamDA_mESC_72h_E07"	"RamDA_mESC_72h_E08"	"RamDA_mESC_72h_E09"	"RamDA_mESC_72h_E10"	"RamDA_mESC_72h_E11"	"RamDA_mESC_72h_E12"	"RamDA_mESC_72h_F01"	"RamDA_mESC_72h_F02"	"RamDA_mESC_72h_F03"	"RamDA_mESC_72h_F04"	"RamDA_mESC_72h_F05"	"RamDA_mESC_72h_F06"	"RamDA_mESC_72h_F07"	"RamDA_mESC_72h_F08"	"RamDA_mESC_72h_F09"	"RamDA_mESC_72h_F10"	"RamDA_mESC_72h_F11"	"RamDA_mESC_72h_F12"	"RamDA_mESC_72h_G01"	"RamDA_mESC_72h_G02"	"RamDA_mESC_72h_G03"	"RamDA_mESC_72h_G04"	"RamDA_mESC_72h_G05"	"RamDA_mESC_72h_G06"	"RamDA_mESC_72h_G07"	"RamDA_mESC_72h_G08"	"RamDA_mESC_72h_G09"	"RamDA_mESC_72h_G10"	"RamDA_mESC_72h_G11"	"RamDA_mESC_72h_G12"	"RamDA_mESC_72h_H01"	"RamDA_mESC_72h_H02"	"RamDA_mESC_72h_H03"	"RamDA_mESC_72h_H04"	"RamDA_mESC_72h_H05"	"RamDA_mESC_72h_H06"	"RamDA_mESC_72h_H07"	"RamDA_mESC_72h_H08"	"RamDA_mESC_72h_H09"	"RamDA_mESC_72h_H10"	"RamDA_mESC_72h_H11"	"RamDA_mESC_72h_H12"
"ENSMUST00000127392.1"	0	0	1.55187	0	4.204	0	0	0	0	0	0	0	0.848755	0	0	0.740886	2.62759	0	0	0	0	1.1129	0	0	6.18128	1.35033	0	0	3.64452	1.19755	1.77031	0	3.84424	0.867979	0	0	0	1.14243	0.98082	0	1.35371	0	2.16711	1.21077	3.66333	1.21752	0	0	0	0	0	0	7.30346	0	3.19355	0	0	1.87818	1.14586	3.07386	0	2.05576	0	0	0	0	3.46705	0.94126	0	1.27888	0	0	0	0	2.32055	2.81473	0	0	0	1.53105	0	3.00815	0	1.1262	1.57801	2.07314	4.56652	2.54855	1.09474	0	1.10287	2.15556	1.30251	0	1.41325	0	0	1.9431	0	0	0	0	2.31465	3.08446	0	4.75457	3.66694	0	0	0	0.943471	8.59582	1.65831	0	0	0	0	1.23379	0	0.928308	0	0	0	0	1.40936	0	1.00305	1.8323	0	0	0	3.77632	0	0	0	1.01827	0.802902	1.08127	3.49803	0	8.72949	0	0	0	1.97692	2.86691	0.902488	2.20665	0	2.60073	0	1.1276	0	0	3.31647	0	0	0	0	0	0	0	0	0	2.21109	0	0	0	4.93477	0	1.11712	0	0	0	0	0	1.41854	1.5538	0	0	0	2.26982	0	0	0
"ENSMUST00000128164.1"	0.703117	0	4.9285	3.64867	0	0	0	0	0	0	1.46331	1.99799	0	0	0	0	0.935344	6.18893	0	0	0.401857	0	0	1.61213	0	0	0	1.93657	1.64419	0	0	3.35556	2.22397	0	1.49644	0	0	1.47263	3.68871	1.30185	0	5.48282	3.58989	0.698148	0.735732	3.07517	1.95042	0	0	0.576067	0.788678	0	0	0	2.18328	6.33382	0	4.14178	0	0	0	2.50851	5.78628	1.7403	1.37837	1.48992	1.12314	1.20618	1.06489	0	0	1.27396	0	0	1.14054	1.35967	5.28545	0.945164	2.32217	2.11171	3.52434	0	0.882956	1.86423	1.80624	0.94179	0	0	0.85773	0	1.81823	0.831939	0	13.0714	0	1.48987	0	3.28311	0	0	0	0	0	0	0	4.25318	0.743124	1.45588	0	2.87062	0.839184	1.32234	0	1.97236	2.61204	4.74234	2.53622	2.04161	3.90014	3.72279	4.36404	1.92391	5.54073	3.49513	1.44383	1.15073	4.1679	1.92068	0	0	4.31894	0	1.66599	0	0	6.12922	0	0	0	1.18624	0	1.96796	2.36404	0	1.08725	4.39557	0	0	1.71419	4.61857	1.72693	2.11001	2.33497	0	5.68737	0	0	0.83046	1.48542	0	0	0	0	0	8.18142	4.52236	4.02719	1.05635	0	0.906552	0	2.27597	8.66502	0	0	9.8638	4.68776	0	0	4.33986	1.66294	1.017	0	5.15311	4.00619
"ENSMUST00000128819.7"	0	0	0	0	0	0	0	0	0	0	4.27966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9536	0	0	0	0	0	0	0	0	0	0	0	1.93318	0	0	0	0	1.36583e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68981	20.8155	4.48103	13.1057	10.4017	4.62065	12.7027	9.82321	8.54903	26.1843	14.4071	22.7492	10.6145	2.12308	12.5686	8.01298	3.28961	18.7589	2.33002	0.366603	13.9216	35.5605	12.5894	21.8911	12.6402	3.60767	20.9344	6.27861	6.84	42.2789	13.2611	50.8372	35.3253	11.044	16.8129	17.426	22.3689	8.02632	16.762	3.16966	0	13.3175	0	14.8199	26.255	12.9087	8.41995	28.0463	6.14576	6.18083	12.1189	31.3951	0	33.7557	14.1091	15.4643	8.99364	6.65069	3.70974	21.9018	23.2389	18.5321	4.65708	0	22.0651	0	0	1.6599e-08	24.006	33.1914	0	8.23441	47.1611	8.48639	52.3665	20.0872	8.19818	13.5169	16.321	27.2243	9.78849	29.8468	16.822	2.77739	29.97	3.84015	24.555	29.2888	19.164	26.6224	19.8475	14.5066	11.7488
"ENSMUST00000128834.1"	21.7188	14.6808	9.58774	11.1735	14.3391	10.3321	4.57984	1.5008	0	15.9799	12.2318	11.7364	11.2389	22.3417	6.85626	4.13703	9.19051	11.1801	20.6855	13.1771	8.11859	17.3606	5.24282	21.3675	7.58395	8.45218	22.4592	20.0989	6.43021	13.7016	26.2977	13.1742	11.7981	12.0921	22.8233	24.9245	8.4126	26.2963	25.8048	39.7405	9.36397	9.33434	22.8569	17.417	22.3001	9.13956	18.9718	8.86245	20.2193	22.8413	15.9418	26.1841	11.1885	5.33925	6.24111	12.4183	15.1034	29.612	7.16454	29.7097	14.6836	17.1552	13.1935	7.83978	13.5637	6.68653	20.1514	21.8194	9.57861	18.2721	17.1349	8.59705	25.4185	16.1889	17.5185	10.8949	11.9294	16.0481	8.39421	10.881	13.3258	15.6503	9.07526	18.8238	11.1753	15.5994	13.4599	13.5438	7.59863	13.7749	19.8929	18.7081	21.6737	16.1013	21.6839	13.6279	13.9585	18.9327	3.39777	16.0594	3.36304	7.47192	13.1587	8.5195	10.166	18.4492	21.0287	3.2285	40.1657	17.0088	11.9768	16.8491	20.7941	21.231	10.7352	20.3624	11.2527	17.673	15.3174	19.2467	9.92178	9.3965	22.6393	25.6259	22.7502	26.3629	22.1321	19.7704	9.77223	14.4324	12.9523	11.687	16.6226	18.1321	6.26725	13.6123	8.42269	11.5808	10.8656	6.88633	22.5916	18.2121	8.77393	11.6062	24.6183	24.1489	10.5759	14.9519	15.4276	24.1969	23.5315	13.3529	17.6265	13.4922	19.3169	5.82366	10.1618	9.14939	10.7052	9.69489	15.3563	21.2979	16.3889	0.208684	7.91375	17.6965	7.6002	15.2439	6.95122	14.8093	6.78886	13.6915	27.7014	23.36	0	18.0607	14.1212	17.8432	10.6068	14.356	40.8031	9.97365	14.7174	18.1739	20.2321
"ENSMUST00000130942.7"	1.14088	2.32484	1.34454	0.876854	2.11987	0	0	0	0	0	0	2.85598	1.51017	2.22672	0	0	0.604583	0	0	0	0	1.75894	0	1.81115	6.72305	1.2659	3.30236	0.746812	0	0	0	0.918365	2.1033	2.37544	1.27939	0	0.75362	3.15366	2.02069	0	0	2.90242	1.78908	0	5.91051	0.611124	0.74058	0	5.18692	3.88554	0	0	7.15082	0	1.25207	0	1.88449	2.8262	0	3.86115	1.84508	5.54885	0	1.0059	0	0	3.55773	0.656707	0	2.26423	1.98034	0.630075	0	0	0.848312	1.77705	0	2.87389	0	0.778779	0	2.92585	0	2.17602	0	4.19245	1.09311	0	0.775979	1.16901	2.38511	5.51141	5.73882	1.4571	4.55802	5.40834	6.93091	2.5946	0.680911	3.31262	0	0	2.4592	16.8777	1.63772	11.2858	1.15196	2.84992	9.41175	9.07401	0.87079	16.0229	7.32703	0	3.58337	0	0	3.39924	0	2.7289	1.76482	0	0	3.58783	0	1.40683	4.89833	3.55614	3.40729	0	0.806326	6.14446	13.2689	1.44742	11.112	0.973188	4.35155	0	0	0.733223	8.60335	0	0.776366	8.07398	14.3173	0.8752	2.21567	7.13866	5.42897	2.78796	1.16605	3.32268	1.54941	0.823186	0.808307	5.4341	1.9077	4.97005	2.24238	5.79544	0.694571	8.70799	1.49416	0	2.29982	5.20199	4.46493	1.54152	20.8686	0.831117	2.73116	0.635832	2.46512	1.37685	1.72279	0	1.71507	5.58294	1.61498	0	2.82733	13.9257	0	3.37491	0.99938
"ENSMUST00000131556.1"	0	0	0	0.651412	0.661272	0.926806	0	0	0.590198	1.41182	2.07837	0	0	1.32156	0.0977913	0.215263	0	0.621175	3.54563	0.113737	0	0.228715	1.56557	0.379886	0	0	0.864329	0.000145628	0	0	0	0.0318124	0	0.73289	1.04188	0	0.357541	0	0	0	0.234731	0.201987	0.57268	0	0.449646	0	0	0	0	0	2.08148e-06	0	0	1.82971	0	0.878533	0	1.97236	1.82753	0.766716	0	1.68163	0.412977	0	1.38725	0	0.684056	0	0	0	1.36999	0	0	0	5.25777	0.0438887	0	0	0	0	0.0336432	0	2.25378	1.40001	1.91362	0.0403911	0.785913	0	0	0	3.71766e-09	0	0	0	0	9.47387	0	0	0	0	1.32359	4.46206	0	0	0	0	0.455989	0	0	0.033219	0	1.75923	0.0667758	0	1.41189	0.00578946	0	0	0.683839	0	0	0.909864	0.707591	0	0	0	2.75161	0	2.12051	0	0	0	0	0.527369	0	0	0	0	0	0	1.22154	0	0	0	0.622643	0	0	0	0	0	0	0	2.84825	0.720128	0	0	0	1.16406	0.725332	1.1587	0	3.12283e-05	0	0	1.56128	0	0	0.000177962	1.95864e-06	0	0.950374	0.821339	0.560702	0	0	0	0.771482	2.1255	0	0	1.05278	0	0.749193	0.781807	0
"ENSMUST00000132319.7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.516791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92593	0	0	0	0	1.85717	0	3.51209e-05	0	0	1.56773	0	0	0	0	0	0	0	0	0	0	0	2.17633	1.26464	0	0	0	0	0	0	0	0	9.33315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54502	0	0	1.70039	0	0	0	0	0	0	0	0	0	0	0	0	4.6577	0	1.97256	0	0	0	0	0	0	0	0	1.41905	1.61835	0	0	0	0	0	0	0
"ENSMUST00000133049.8"	2.17281	5.23317	0	0	0	0	0	0	0	0	0	0.313869	2.45731	0	2.76445	0	3.59336	0	0	0	2.53971	3.77962	0	0	0	0	6.23473	0	0	0	3.02043	0	0	4.79711	8.6902	0	0	0	0.16618	5.25797	0	2.29333	0	0	6.57347e-06	0	0	0	14.2872	0	0	0	0	0	0	0	0	2.96932	1.53079e-06	0	2.37464	0	0	0	3.46186	6.7979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21026	6.17782	0	0	6.59588e-09	1.72551	0	0	0	0	8.91062	0	0	5.39633	7.04603	1.90081	0	0	0	0	0	23.5315	11.1321	4.84345	0	14.684	0	3.96513	0	18.9192	0	0	0	0	5.51061	4.73846	0	6.71156	8.20343e-06	4.08605	2.29375	0	6.38488	0.368532	11.0991	0	12.0576	0	0	2.91006	4.73928	4.81147	12.3074	0	0	5.93334	0	0	0	3.18534	0	0.413462	11.3941	0	3.13926	8.38577	0.905722	0	0.00114874	0	0	0	0	7.04558	3.3402	0	0	14.449	0	0	7.54545	0	3.45261	11.5041	0.170174	13.2101	8.1537	0	9.04248	0.0103255	0	3.2282	2.6623	0	0	0	4.42755	0	5.13783	13.516	0	0	0
"ENSMUST00000134458.7"	1.91892e-07	0.9413	0	0.696227	0	0	0.0743799	0	0.483828	3.98398e-09	0.499151	0	0	2.22062e-09	0	0	0	1.52048	0	0	0.256449	0.517708	2.25915e-06	0	1.14325	0.612595	0.767366	0	0.673879	0	0	0.439451	1.43412	0.555777	8.82379e-05	0	1.03523	0	0	0	0	0	0	0.645194	2.90129e-05	0.611756	0.689533	0.319743	0	0	0	4.45313e-10	0	0	0	0	1.12412e-07	0	0	2.92685e-10	0	0	0.602537	0	0	0.000134452	0	0.328193	0.00124135	0	0	0	0.645455	0	0	1.17471	0	0.914768	0	0	0	0	3.08793e-05	3.72231e-07	0	9.29744e-09	0	0.55934	0.657029	0	0	2.19254	1.03745	0	1.13986	7.68573e-09	0.00402112	0.840466	0.613964	0.567319	1.79037	1.19353	2.58997e-07	3.73771	0	0.942165	0.519812	7.13434e-06	0	2.06541e-06	0	1.26405e-05	0	1.79297	0.0179815	0	2.87418e-08	1.2491	0	0	0	0.374031	0.0400011	0	0	0	0	4.31265e-07	7.19817e-07	6.95231e-09	0.813174	2.52851e-07	0	0.6848	3.72821e-08	0	2.22838e-09	0	0	1.09527	0	0	1.3438	5.87943e-07	0	0.517263	0.000173357	0	0	2.13678e-07	0	0.591724	0	0.477667	0.534414	0	0.00278754	0.236427	1.79829e-06	0	0	0	2.04663	1.09593	0.000108001	0	0	1.83483	1.00845	0	0.671721	0	0	1.4362	0.292268	0.143467	0	0	0.864855	0	1.97487	0.000835566	0.741255	1.05212	0.603427
"ENSMUST00000134557.1"	0	0	0.64488	0	1.25176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34369e-06	1.69585	0	0.694691	0	0	0	0	0	0	0	0	0.606742	0	0	0	0	0	0	0.590805	1.21908	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54337	0	0	0	0	0	2.29722	0	0	0	0	0	0	1.21175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.650422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.858643	0	0	0	0	0	0.626328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67787	0	0	0	0	0	0	0
"ENSMUST00000134716.1"	0	0	0.520344	0	0	2.68232	0	0	0	2.89405	0	0	0	0	0	2.49792	0	0	4.27504	0	0	0	0	0	1.2226	0	0	0	0	0	1.21736	1.03518	2.53226	0	0	0.619958	0	0	2.01234	0.270156	0	0.173224	0	0	0	1.80083e-06	0	2.91741	0	0	0.749516	1.47703	1.98549	0	0	0.48336	0	0	0.613017	1.88778	0	0	0	0	0	0	0	0	0	2.36725	0	2.91474	0	1.98013	0	0	0	0	0	0	0	0	0	0.550465	0	0	0	0	0.933514	0	2.20331	0	0	0	0.77445	0	0	2.39302	0	0.964146	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60968	0	0	0.78279	0.18976	1.19285	0	1.36894	0	0	0	0	0	0.169889	0	0	0	0	0	0	1.0993	0	3.05848e-06	0	0	0	1.41025	0	1.75395	0	0	0	0	0	2.35586	0	0	0	5.94786	0	0	0	0	0	0	0	0	0	0	3.99287	8.58962	0	0	0	0	2.63564	0	0	0.233573	0	0	0	0	1.54667	2.94786	0	0	0	5.15483	7.01527	0	0
"ENSMUST00000135718.7"	3.53967	9.78687	0	1.38306	5.62814	5.4581	12.9578	0.813804	3.9016	0	0	0	3.47013	0	0	4.24702	0	3.60918	0	1.20845	0	0	0	1.1328e-08	6.90859	0	3.17882	1.7701	3.20214	1.78789	0	1.19396	3.28074	2.64995	9.04775	2.20196e-08	0	8.74901	9.43787e-08	2.99428	0	8.39458	2.65958	5.21206	0.403317	0.96853	0	4.92383e-06	0	7.25123	0	10.2845	0	8.1241	0	8.52234	0	3.17834	5.55027	0	6.18349	5.05384	0	2.98121	7.49965	4.42347	12.4013	0	4.35962	11.4208	0	0	0	0	5.34683	14.7498	0	1.53274	4.21796	0	8.65367	0	6.87493	4.34071	4.46674	6.51776	0	0	1.475e-07	4.20016	3.44485	12.9737	18.3293	1.29599	10.624	5.18605	4.00863	0	10.7008	1.57797	8.60541	5.60915	0	14.3073	0	9.2822	0	13.8434	17.8329	3.47351	13.6941	7.28109	3.44961	0	8.49109	3.80648	0.847703	0	0.00879997	0	0	3.3887	1.84136	0.864456	7.10891	7.17987	0	0	2.31782	0	0	0	8.52611	0	0	8.25121	0.492736	1.29867	0	8.21752	0	0	0	3.92452	21.807	0	4.22841	0	5.84119	4.20448	13.0833	0	0	3.08214	0	7.90753	3.50175	0	1.77671	4.27783	0	16.5517	6.3232	2.84755	0.0712022	8.30582	0	8.41473	13.4474	0	4.71987	0	0	3.45099	0.641067	0	11.9223	14.7001	0.000202529	3.53385	8.85785	15.5052	0	4.03467	0.308366
"ENSMUST00000136283.1"	2.2866	0	1.55289	1.12779	1.1369	0	0.237662	0	0	0.552164	0	1.18798	0	0.663158	0	0	0.551188	2.38984	0	1.68342	0	0	0	0	0	0	0	1.31539	0	0	0	0.647068	0	0	0.661077	1.4502	0.663182	1.82403	0	1.09126	0	2.16348	0	0	0	1.89864	0.528579	0.487741	2.20263	0.605796	0.759397	0	0	0	0	1.21495	1.54026	0	0.536594	0.553609	0	0.52258	1.19703	0.747933	0	0	1.92555	1.33611	1.34089	0	1.19492	0	0	0	0	0.8562	0	0.558998	0	0	1.52008	0.612742	0	2.40086	0	0.548382	0	1.73562	0.573547	0	2.47025	0	0.65814	1.68758	0	0.609142	0.7461	1.19162	0	2.19799	0	1.36181	0	0	0	1.24456	1.60033	0	0	1.34541	0.815454	0	0	0	0.896422	0	0.679457	0	3.13984	0	2.09261	0.662243	0.760001	0.528165	3.14535	1.44365	0.934068	5.23441	0.682794	0	1.28752	0	1.86385	0	0.82097	0	0	0	0.647672	1.65836	0	1.37152	1.83002	0	0	5.31852	0	1.82736	3.03844	0.701458	0	0	0.694374	1.76903	1.17384	0	0.744821	2.22349	0.706642	0.787829	4.12708	3.49962	0	0.826028	1.10826	0	0	0	0	1.52041	0	0.695263	1.11997	0	0	1.59014	0	0	0	0	0	0.681046	0	2.8545	2.3528
"ENSMUST00000136842.1"	8.55228	6.12188	7.07731	12.125	2.33361	0	4.51184	1.04075	0.00388846	4.4432	3.31318	0.00132151	3.74526	0	0	5.98627	1.9662	0	2.40186	11.8991	2.37883	7.65448	2.24615	0	1.99268	0	0	0	2.22599	3.82083	0	8.57852	4.22638	3.61499	2.39063	0	1.92134	0	5.8114	7.33067	3.20619	0	0	0	5.48065	3.8408	8.52179	18.7177	1.60857	1.90919	4.67431	3.92885	2.09687	2.96506	3.97005	0	3.18291	5.30235	2.64845	4.6283	16.826	5.54819	6.74711	0	0	0	5.35584	1.86443	1.36608	1.99912	4.14883	6.67356	6.66205	6.30439	7.09574	0	9.19631	0	2.0099	1.95119	0	2.21803	0	11.3553	5.40823	0	4.33109	0	4.18311	2.74876	5.77848	0	0	0	0	4.23621	0	0	2.86577	4.20831	0	0	0	2.4373	0	2.86126	0	0	7.49875	0	12.5839	5.57478	0	0	0	0	0	0	0	0	0	11.0053	0	0	0	0	0	0	0	4.74512	1.89446	2.57471	7.72079	0	5.49199	0	0	5.90585	10.1745	0	0	0	0	12.7824	17.2658	0	0	0	0	6.56108	0	0	4.62456	1.81449	3.29304	9.73146	0	0	8.57985	4.67343	3.24742	7.47219	11.7411	0	0	0	0	0	0	0.370965	0	2.45687	8.3533	0	0	0	7.47115e-06	17.5045	0	0	0	0	15.3565	2.8981	12.3668
"ENSMUST00000136898.1"	2.47869	0.97906	0	0	2.03715	0	0	0	0	0	1.35852	1.45013	2.47008	4.84983	0	1.03912	1.34894	0	2.84904	0	1.10863	0.277204	5.71591	0	0	3.46593	1.57831	0	0	0.388986	0.871718	1.40673	2.92611	3.58283	0	0	1.68128	6.48003	5.46791	0	0	3.89876	1.85548	0	0	0	0	4.26496	1.71771	0	5.07725	0	0	0.140036	0	6.21702	2.38036	10.7014	0	0	0	3.56828	2.85485	1.30475	0.0998146	0	11.0915	3.01025	0	0	0	0	0	0	0	5.4458	1.83438	2.73612	0.360286	0	0	1.49959	0	0	0	0.386154	1.61691	0	0	0	2.89568	0	2.08133	6.82322	0	0	4.09496	0	0	0	0	0	4.90984	8.3484	0	0.626384	8.00221	0	3.62759	1.90097	0	1.77477	3.16341	0	7.77157	5.20606	3.12191	1.24855	0	3.19316	2.43694	0	3.13452	0	1.94743	0	0	0	6.07758	0	1.74974	4.47491	7.30091	6.68517	6.46516	2.85759	0	0	5.74383	2.07436	0	6.25297	4.16013	3.51944	0	4.7487	1.06976	5.0644	5.29753	0	1.71645	8.87393	1.08688	8.49558	1.88133	1.71179	1.55373	1.86692	0	5.3214	0	0	0	12.1078	6.83614	6.67926	1.43004	7.23166	2.50488	0	0	2.26004	1.66388	0	7.78917	7.47718	0	7.45909	2.74623	0	5.14085	4.42614	0	3.57052	6.20317
"ENSMUST00000137712.8"	1.19239	4.06831	6.22088	3.29827	0	3.81558	1.05155	5.5578e-06	2.57874	3.22446	2.55381	6.13404	10.3211	1.09086	4.75444	0	6.23215	2.27042	0.534396	0.113116	1.64316	3.99855	3.76275	1.70635	1.12343	4.79387	2.38759	3.62207	11.179	0	1.36908	12.2753	6.9835	4.25973	7.0922	0	0	8.51511	5.78669	9.20816	0	1.09	1.02909	6.65151e-06	1.06675	7.56602	4.70594	0	0	5.21671	5.4854	0.296195	0.00386093	0.694937	4.12247	0.0370872	0	3.10026	3.68553	0.680583	5.45116	6.72801	0.498935	9.37626	6.9474	4.02372	3.94475	2.37922	6.69081	5.76795	0.0342956	4.79696	2.60188	3.51008	0	0.901556	3.04283	1.28786	3.62315	6.62322	3.76539	0.618655	2.73894e-09	0	1.33803e-08	1.26599	3.21806	15.946	3.98753	4.04845	6.77761	4.78148	6.14762	14.2331	0.000907697	5.20261	3.90506	5.72475	3.68209	2.7484	0	14.0576	6.52199	7.91156	2.07919	4.59753	1.92982	1.79022	1.41192	4.32467	0.358187	0.893916	5.23897	24.6194	2.76645	10.4375	5.83746	1.41244	5.77261	4.52549	0.152676	18.3037	12.4177	10.3385	6.30821	3.95218	3.94758	10.9355	5.96678	1.58686	6.53948	2.28982	1.74534	5.12607	0	4.76122	0.0874225	5.51321	4.11099	8.46596	0	10.8097	4.47872	5.77692	0	0.00174135	5.12041	2.50787	8.49377	3.89244	3.28243	5.53196	11.9728	4.69159	3.96094	1.36855	4.086	7.85099	5.06153	1.25071	4.9823	14.7329	4.30925	0	27.6087	0.969957	10.2613	19.1775	2.78628	0.415273	3.53534	1.46439	12.3782	1.53426	6.07832	0.529905	5.44818	14.9978	5.93824	2.09052	0.00113147	12.3297	5.40826	6.66044	1.32859
